player,n_headers,goals_scored,expected_goals,difference
aurelian chitu,1,0.0,0.12391409677302334,0.12391409677302334
djakaridja kone,9,1.0,1.1240954327401842,0.12409543274018428
hugo campagnaro,14,2.0,2.1258074999930474,0.1258074999930473
milivoje novakovic,10,1.0,1.1276164125926103,0.12761641259261025
aljaz struna,2,0.0,0.12823893140574066,0.12823893140574066
francois clerc,5,1.0,1.12878611048748,0.12878611048747984
gabriel jesus,2,0.0,0.12881950712835638,0.12881950712835638
knowledge musona,2,0.0,0.1294727815204773,0.1294727815204773
franck kessie,2,0.0,0.1294727815204773,0.1294727815204773
jordan rhodes,2,0.0,0.1294727815204773,0.1294727815204773
ronnie schwartz,2,0.0,0.1294727815204773,0.1294727815204773
vincent bessat,2,0.0,0.1294727815204773,0.1294727815204773
christopher nkunku,2,0.0,0.1294727815204773,0.1294727815204773
chuli,2,0.0,0.1294727815204773,0.1294727815204773
victor ibarbo,27,3.0,3.129482749635596,0.12948274963559464
gianluca comotto,2,0.0,0.12979536357472476,0.12979536357472476
yannick ferreiracarrasco,2,0.0,0.12979536357472476,0.12979536357472476
samuel souprayen,2,0.0,0.12979536357472476,0.12979536357472476
domingo cisma,3,0.0,0.1298822062855992,0.1298822062855992
francesco pisano,3,0.0,0.13161220331119963,0.13161220331119963
nacho monreal,2,0.0,0.1321584992199171,0.1321584992199171
seba fernandez,17,2.0,2.133959995069649,0.13395999506964806
roberto hilbert,1,0.0,0.13413796532651884,0.13413796532651884
jonathan pitroipa,8,1.0,1.1362828672454746,0.13628286724547456
niclas fullkrug,3,0.0,0.1386826502731951,0.1386826502731951
simone verdi,3,0.0,0.1389170674733602,0.1389170674733602
benoit tremoulinas,1,0.0,0.1389640956741624,0.1389640956741624
ousman manneh,2,0.0,0.13912554453261877,0.13912554453261877
jose paolo guerrero,21,2.0,2.1393293024664337,0.1393293024664333
alessandro lucarelli,27,3.0,3.1399947880900774,0.1399947880900767
ruben pena,3,0.0,0.14023908244217917,0.14023908244217917
suleyman koc,3,0.0,0.14023908244217917,0.14023908244217917
mehdi benatia,24,3.0,3.1451939943644454,0.14519399436444463
nicolas isimatmirin,11,1.0,1.1456905750437367,0.14569057504373661
doria,2,0.0,0.1457365163515276,0.1457365163515276
francois marque,2,0.0,0.1457365163515276,0.1457365163515276
lee tomlin,2,0.0,0.14599283811257763,0.14599283811257763
bengalifode koita,13,1.0,1.1470843728138524,0.14708437281385245
kian hansen,3,0.0,0.14714537403122102,0.14714537403122102
luca cigarini,2,0.0,0.14739650248720929,0.14739650248720929
paco montanes,2,0.0,0.14739650248720929,0.14739650248720929
pantxi sirieix,2,0.0,0.14739650248720929,0.14739650248720929
miguel angel de las cuevas,2,0.0,0.14739650248720929,0.14739650248720929
mads albaek,2,0.0,0.14739650248720929,0.14739650248720929
loe,2,0.0,0.14739650248720929,0.14739650248720929
modou diagne,2,0.0,0.14739650248720929,0.14739650248720929
keko,2,0.0,0.14739650248720929,0.14739650248720929
mauro cetto,2,0.0,0.14739650248720929,0.14739650248720929
oliver mcburnie,2,0.0,0.14739650248720929,0.14739650248720929
raman chibsah,2,0.0,0.14739650248720929,0.14739650248720929
konstantinos fortounis,2,0.0,0.14739650248720929,0.14739650248720929
michael duff,2,0.0,0.14739650248720929,0.14739650248720929
raphael caceres,2,0.0,0.14739650248720929,0.14739650248720929
nenad krsticic,2,0.0,0.14739650248720929,0.14739650248720929
mikel aranburu,2,0.0,0.14739650248720929,0.14739650248720929
reyes,2,0.0,0.14739650248720929,0.14739650248720929
mathieu coutadeur,2,0.0,0.14739650248720929,0.14739650248720929
pietro iemmello,2,0.0,0.14739650248720929,0.14739650248720929
kone,2,0.0,0.14739650248720929,0.14739650248720929
phillip bardsley,2,0.0,0.14739650248720929,0.14739650248720929
aaron,2,0.0,0.14739650248720929,0.14739650248720929
elkin soto,2,0.0,0.14739650248720929,0.14739650248720929
franco brienza,2,0.0,0.14739650248720929,0.14739650248720929
daniele cacia,2,0.0,0.14739650248720929,0.14739650248720929
daniel baier,2,0.0,0.14739650248720929,0.14739650248720929
damien tiberi,2,0.0,0.14739650248720929,0.14739650248720929
thomas ayasse,2,0.0,0.14739650248720929,0.14739650248720929
alfredo ortuno,2,0.0,0.14739650248720929,0.14739650248720929
clint dempsey,2,0.0,0.14739650248720929,0.14739650248720929
saphir taider,2,0.0,0.14739650248720929,0.14739650248720929
goran karanovic,2,0.0,0.14739650248720929,0.14739650248720929
cauley woodrow,2,0.0,0.14739650248720929,0.14739650248720929
guidetti,2,0.0,0.14739650248720929,0.14739650248720929
toni kroos,2,0.0,0.14739650248720929,0.14739650248720929
hector bellerin,2,0.0,0.14739650248720929,0.14739650248720929
henok goitom,2,0.0,0.14739650248720929,0.14739650248720929
saidi ntibazonkiza,2,0.0,0.14739650248720929,0.14739650248720929
ilan araujo,2,0.0,0.14739650248720929,0.14739650248720929
jack wilshere,2,0.0,0.14739650248720929,0.14739650248720929
ashley fletcher,2,0.0,0.14739650248720929,0.14739650248720929
jairo,2,0.0,0.14739650248720929,0.14739650248720929
alex barrera,2,0.0,0.14739650248720929,0.14739650248720929
yann jouffre,2,0.0,0.14739650248720929,0.14739650248720929
vincenzo iaquinta,2,0.0,0.14739650248720929,0.14739650248720929
antonio di gaudio,2,0.0,0.14739650248720929,0.14739650248720929
jean seri,2,0.0,0.14739650248720929,0.14739650248720929
will keane,2,0.0,0.14739650248720929,0.14739650248720929
andre castro,2,0.0,0.14739650248720929,0.14739650248720929
john tshibumbu,2,0.0,0.14739650248720929,0.14739650248720929
sergio pinto,2,0.0,0.14739650248720929,0.14739650248720929
adryan,2,0.0,0.14739650248720929,0.14739650248720929
thomas lemar,2,0.0,0.14739650248720929,0.14739650248720929
aloys nong,2,0.0,0.14739650248720929,0.14739650248720929
achraf lazaar,2,0.0,0.14739650248720929,0.14739650248720929
dejan stankovic,2,0.0,0.14739650248720929,0.14739650248720929
david ducourtioux,2,0.0,0.14739650248720929,0.14739650248720929
kafoumba coulibaly,2,0.0,0.14739650248720929,0.14739650248720929
diego buonanotte,2,0.0,0.14739650248720929,0.14739650248720929
dean marney,2,0.0,0.14739650248720929,0.14739650248720929
aaron leya iseka,2,0.0,0.14739650248720929,0.14739650248720929
federico andrada,2,0.0,0.14739650248720929,0.14739650248720929
kamil grosicki,2,0.0,0.14739650248720929,0.14739650248720929
dominique malonga,2,0.0,0.14739650248720929,0.14739650248720929
florin berenguer,2,0.0,0.14739650248720929,0.14739650248720929
adnane tighadouini,2,0.0,0.14739650248720929,0.14739650248720929
federico ricci,2,0.0,0.14739650248720929,0.14739650248720929
mohammed rabiu,3,0.0,0.14873774921405788,0.14873774921405788
alejandro gomez,9,1.0,1.1491916284514507,0.1491916284514508
joel ward,11,1.0,1.1492079886621855,0.1492079886621856
amine chermiti,1,0.0,0.14928760370930413,0.14928760370930413
paul verhaegh,1,0.0,0.14928760370930413,0.14928760370930413
matthew pennington,2,0.0,0.15200137238854966,0.15200137238854966
dejan lazarevic,2,0.0,0.15224646723183072,0.15224646723183072
matteo brighi,2,0.0,0.15224646723183072,0.15224646723183072
sylvain armand,12,1.0,1.1529254625525076,0.1529254625525076
michael gregoritsch,19,2.0,2.1529430355391783,0.1529430355391781
florian thauvin,27,3.0,3.153641617382581,0.15364161738258034
mike frantz,11,1.0,1.156074125527218,0.15607412552721794
caglar soyuncu,2,0.0,0.1560935011962328,0.1560935011962328
felipe seymour,1,0.0,0.1562254663116255,0.1562254663116255
maurizio lauro,1,0.0,0.1562254663116255,0.1562254663116255
ilan,1,0.0,0.1562254663116255,0.1562254663116255
vincent koziello,1,0.0,0.1562254663116255,0.1562254663116255
florian marange,9,1.0,1.1587607890926779,0.15876078909267782
stefan lex,2,0.0,0.15974481276985592,0.15974481276985592
marcoliver kempf,2,0.0,0.15974481276985592,0.15974481276985592
ireneusz jelen,2,0.0,0.15974481276985592,0.15974481276985592
ever banega,2,0.0,0.15974481276985592,0.15974481276985592
lass,5,1.0,1.1609934617429476,0.16099346174294765
mato jajalo,2,0.0,0.16227311798471833,0.16227311798471833
jeanbaptiste pierazzi,2,0.0,0.1631243757821152,0.1631243757821152
duda,3,0.0,0.1641357613199469,0.1641357613199469
willian,3,0.0,0.1641357613199469,0.1641357613199469
alberto de la bella,3,0.0,0.1641357613199469,0.1641357613199469
olcay sahan,3,0.0,0.16472333545039514,0.16472333545039514
stephen ireland,3,0.0,0.165692193488931,0.165692193488931
alvaro pereira,3,0.0,0.16689084665992931,0.16689084665992931
martin lanig,16,2.0,2.167374730001964,0.16737473000196362
fatih atik,3,0.0,0.16880933726514097,0.16880933726514097
michelangelo albertazzi,1,0.0,0.16986453067649146,0.16986453067649146
carles planas,1,0.0,0.16986453067649146,0.16986453067649146
ederson,1,0.0,0.16986453067649146,0.16986453067649146
silivan widmer,1,0.0,0.16986453067649146,0.16986453067649146
lorenzo crisetig,1,0.0,0.16986453067649146,0.16986453067649146
lukas kubler,1,0.0,0.16986453067649146,0.16986453067649146
lennart thy,1,0.0,0.16986453067649146,0.16986453067649146
ignacio fideleff,1,0.0,0.16986453067649146,0.16986453067649146
uwe mohrle,1,0.0,0.16986453067649146,0.16986453067649146
yeray,1,0.0,0.16986453067649146,0.16986453067649146
jose rodriguez,1,0.0,0.16986453067649146,0.16986453067649146
marcelo estigarribia,3,0.0,0.17018853163731032,0.17018853163731032
mateo kovacic,3,0.0,0.17018853163731032,0.17018853163731032
mody traore,1,0.0,0.17118043903563376,0.17118043903563376
mikel vesga,1,0.0,0.17118043903563376,0.17118043903563376
ole selnaes,1,0.0,0.17118043903563376,0.17118043903563376
graham dorrans,1,0.0,0.17118043903563376,0.17118043903563376
nyom,1,0.0,0.17118043903563376,0.17118043903563376
ezekiel fryers,1,0.0,0.17118043903563376,0.17118043903563376
caro,1,0.0,0.17118043903563376,0.17118043903563376
wilfred ndidi,1,0.0,0.17118043903563376,0.17118043903563376
ustaritz,1,0.0,0.17118043903563376,0.17118043903563376
jeremie bela,1,0.0,0.17118043903563376,0.17118043903563376
dylan bahamboula,1,0.0,0.17118043903563376,0.17118043903563376
rafael jorda,1,0.0,0.17118043903563376,0.17118043903563376
robert bauer,1,0.0,0.17118043903563376,0.17118043903563376
manuel onwu,1,0.0,0.17118043903563376,0.17118043903563376
boadu maxwell acosty,1,0.0,0.17118043903563376,0.17118043903563376
franco zuculini,1,0.0,0.17118043903563376,0.17118043903563376
alexandre coeff,1,0.0,0.17118043903563376,0.17118043903563376
leo lacroix,1,0.0,0.17118043903563376,0.17118043903563376
adrian gonzalez,1,0.0,0.17118043903563376,0.17118043903563376
dean hammond,1,0.0,0.17118043903563376,0.17118043903563376
bennard kumordzi,1,0.0,0.17118043903563376,0.17118043903563376
junior hoilett,1,0.0,0.17118043903563376,0.17118043903563376
abdoul ba,1,0.0,0.17118043903563376,0.17118043903563376
junior joachim,1,0.0,0.17118043903563376,0.17118043903563376
francisco silva,2,0.0,0.17161998210543555,0.17161998210543555
francesco lodi,2,0.0,0.17161998210543555,0.17161998210543555
pablo chavarria,12,1.0,1.1723441665070218,0.1723441665070216
cani,3,0.0,0.17302650254348387,0.17302650254348387
alejandro gonzaa¡lez,3,0.0,0.17303273378844386,0.17303273378844386
federico ceccherini,8,1.0,1.1741303318140275,0.1741303318140274
andre mijatovic,7,1.0,1.174148376509183,0.17414837650918294
dennis aogo,3,0.0,0.17421837881039687,0.17421837881039687
robert mak,2,0.0,0.17664347808090286,0.17664347808090286
maxwel cornet,2,0.0,0.17769957827858252,0.17769957827858252
alessandro longhi,2,0.0,0.17769957827858252,0.17769957827858252
fernando gago,2,0.0,0.17769957827858252,0.17769957827858252
borja valle,2,0.0,0.17769957827858252,0.17769957827858252
archimede morleo,2,0.0,0.17769957827858252,0.17769957827858252
edu,2,0.0,0.17769957827858252,0.17769957827858252
christian pander,1,0.0,0.17945193414738878,0.17945193414738878
marvin emnes,1,0.0,0.17945193414738878,0.17945193414738878
matteo ciofani,1,0.0,0.18147067643549214,0.18147067643549214
damien marcq,1,0.0,0.18147067643549214,0.18147067643549214
alvaro rubio,1,0.0,0.18147067643549214,0.18147067643549214
jesus vazquez,1,0.0,0.18147067643549214,0.18147067643549214
arnaud maire,1,0.0,0.18147067643549214,0.18147067643549214
roberto chen,1,0.0,0.18147067643549214,0.18147067643549214
fin bartels,4,0.0,0.18243145232166857,0.18243145232166857
innocent,1,0.0,0.18259763816356184,0.18259763816356184
keita,9,1.0,1.1837271537895204,0.18372715378952043
abdou karim coulibaly,3,0.0,0.18389761977687258,0.18389761977687258
alejandro faurlin,2,0.0,0.1851979238166077,0.1851979238166077
lucas perez,2,0.0,0.1851979238166077,0.1851979238166077
henri bienvenu,2,0.0,0.1851979238166077,0.1851979238166077
lys mousset,2,0.0,0.1851979238166077,0.1851979238166077
bryan cristante,2,0.0,0.1851979238166077,0.1851979238166077
andreas beck,2,0.0,0.1851979238166077,0.1851979238166077
jesus gamez,2,0.0,0.1851979238166077,0.1851979238166077
stephane sparagna,2,0.0,0.1851979238166077,0.1851979238166077
larrys mabiala,2,0.0,0.1851979238166077,0.1851979238166077
marc planus,2,0.0,0.1851979238166077,0.1851979238166077
steve von bergen,2,0.0,0.1851979238166077,0.1851979238166077
emanuel mammana,2,0.0,0.1851979238166077,0.1851979238166077
david mateos,2,0.0,0.1851979238166077,0.1851979238166077
julian derstroff,2,0.0,0.1851979238166077,0.1851979238166077
marvin ogunjimi,2,0.0,0.1851979238166077,0.1851979238166077
davide mandelli,2,0.0,0.1851979238166077,0.1851979238166077
masoud shojaei,2,0.0,0.1851979238166077,0.1851979238166077
marco caligiuri,2,0.0,0.1851979238166077,0.1851979238166077
fabian monzon,2,0.0,0.1851979238166077,0.1851979238166077
ezequiel rescaldani,2,0.0,0.1851979238166077,0.1851979238166077
ezequiel ponce,2,0.0,0.1851979238166077,0.1851979238166077
matti lund nielsen,2,0.0,0.1851979238166077,0.1851979238166077
moris carrozzieri,2,0.0,0.1851979238166077,0.1851979238166077
gianpaolo bellini,2,0.0,0.1851979238166077,0.1851979238166077
isimat mirin,2,0.0,0.1851979238166077,0.1851979238166077
moises hurtado,2,0.0,0.1851979238166077,0.1851979238166077
javier paredes,2,0.0,0.1851979238166077,0.1851979238166077
yacouba sylla,2,0.0,0.1851979238166077,0.1851979238166077
mario licka,2,0.0,0.1857836785036621,0.1857836785036621
adam armstrong,2,0.0,0.18791969786837137,0.18791969786837137
tomas hubocan,2,0.0,0.18816022167821314,0.18816022167821314
carlos eduardo,13,2.0,2.1882118835002595,0.18821188350025925
stefan kiessling,151,20.0,20.188336538611424,0.18833653861141997
odion ighalo,30,3.0,3.188447656664349,0.18844765666434704
sergei krivets,2,0.0,0.18851785149771308,0.18851785149771308
mauricio lemos,2,0.0,0.18851785149771308,0.18851785149771308
yaya banana,2,0.0,0.1886767996921688,0.1886767996921688
junior diaz,12,1.0,1.1898564750071343,0.18985647500713432
joel campbell,9,1.0,1.1903363686229178,0.1903363686229178
josua guilavogui,10,1.0,1.1906355441257144,0.1906355441257143
luca marrone,2,0.0,0.1910343866298451,0.1910343866298451
antonino ragusa,2,0.0,0.19259327381356547,0.19259327381356547
riki,32,3.0,3.1929139464302674,0.19291394643026682
romain danze,11,2.0,2.1933003720743898,0.19330037207438966
jose antonio reyes,3,0.0,0.19443883711132012,0.19443883711132012
francisco montanes,1,0.0,0.1949628255559544,0.1949628255559544
didac vila,1,0.0,0.1949628255559544,0.1949628255559544
michael rabusic,3,0.0,0.19564164268406212,0.19564164268406212
karim bellarabi,3,0.0,0.19564164268406212,0.19564164268406212
adrien thomasson,3,0.0,0.19564164268406212,0.19564164268406212
marcel halstenberg,3,0.0,0.19564164268406212,0.19564164268406212
malcom,3,0.0,0.19564164268406214,0.19564164268406214
cafu,3,0.0,0.19564164268406214,0.19564164268406214
jose carlos,3,0.0,0.19564164268406214,0.19564164268406214
piotr trochowski,3,0.0,0.19564164268406214,0.19564164268406214
paul aloo efoulou,3,0.0,0.19564164268406214,0.19564164268406214
lica,3,0.0,0.19564164268406214,0.19564164268406214
frederic sammaritano,3,0.0,0.19564164268406214,0.19564164268406214
johan cavalli,3,0.0,0.19599526928030422,0.19599526928030422
martin angha,1,0.0,0.19698359603995866,0.19698359603995866
karol linetty,1,0.0,0.19698359603995866,0.19698359603995866
deme ndiaye,1,0.0,0.19698359603995866,0.19698359603995866
franck ribery,4,0.0,0.19701040796049793,0.19701040796049793
jordan ferri,2,0.0,0.19707309315218735,0.19707309315218735
jake livermore,2,0.0,0.19707309315218735,0.19707309315218735
felix kroos,2,0.0,0.19707309315218735,0.19707309315218735
kevin koubemba,2,0.0,0.19707309315218735,0.19707309315218735
simone bentivoglio,2,0.0,0.19707309315218735,0.19707309315218735
michael krohndehli,2,0.0,0.19707309315218735,0.19707309315218735
andrea cossu,2,0.0,0.19707309315218735,0.19707309315218735
jermain defoe,2,0.0,0.19707309315218735,0.19707309315218735
unai lopez,2,0.0,0.19707309315218735,0.19707309315218735
kieran richardson,2,0.0,0.19761234801662797,0.19761234801662797
bruno peres,2,0.0,0.19761234801662797,0.19761234801662797
flavio ferreira,2,0.0,0.19761234801662797,0.19761234801662797
siem de jong,2,0.0,0.19761234801662797,0.19761234801662797
louis poggi,2,0.0,0.19795357564803223,0.19795357564803223
philippe mexes,19,2.0,2.199823839294225,0.19982383929422487
carlos sanchez,18,2.0,2.2015842781520876,0.20158427815208735
gregory lorenzi,1,0.0,0.20161705922327616,0.20161705922327616
darren randolph,1,0.0,0.20161705922327616,0.20161705922327616
liam moore,3,0.0,0.2019371826493453,0.2019371826493453
joey obrien,3,0.0,0.20193718264934532,0.20193718264934532
guillermo ochoa,1,0.0,0.20206101972944815,0.20206101972944815
gil,9,1.0,1.2026169933144677,0.20261699331446759
georgeskevin nkoudou mbida,3,0.0,0.20317103276408194,0.20317103276408194
nicola pozzi,7,1.0,1.203290083637511,0.20329008363751122
tomas pekhart,49,5.0,5.203489519237969,0.20348951923796693
matteo darmian,3,0.0,0.2034936148183294,0.2034936148183294
kostas mitroglou,2,0.0,0.20447060650847834,0.20447060650847834
massimo paci,21,2.0,2.2064172824764663,0.2064172824764659
andre biyogo poko,3,0.0,0.20682052964355035,0.20682052964355035
stefan ilsanker,3,0.0,0.20798995296670875,0.20798995296670875
yoann wachter,2,0.0,0.21039071804472562,0.21039071804472562
ashley young,4,0.0,0.21273452811304183,0.21273452811304183
juanlu,3,0.0,0.21381235198492493,0.21381235198492493
marco dalessandro,3,0.0,0.21435160684936555,0.21435160684936555
juanan,2,0.0,0.21550099960798097,0.21550099960798097
fahid ben khalfallah,2,0.0,0.2181096708733443,0.2181096708733443
ivan radovanovic,3,0.0,0.21883108496570017,0.21883108496570017
miroslav stevanovic,4,0.0,0.21891085868224802,0.21891085868224802
javier acuna,3,0.0,0.21943476759513225,0.21943476759513225
neven subotic,37,4.0,4.219873753253245,0.2198737532532451
jerome boateng,12,1.0,1.2206193057973989,0.22061930579739886
baba,21,2.0,2.220772114615028,0.22077211461502755
alessandro del piero,3,0.0,0.22109475373081394,0.22109475373081394
marco van ginkel,3,0.0,0.22109475373081394,0.22109475373081394
jeremie boga,3,0.0,0.22109475373081394,0.22109475373081394
nacho cases,3,0.0,0.22109475373081394,0.22109475373081394
ismael bangoura,3,0.0,0.22109475373081394,0.22109475373081394
rincon,3,0.0,0.22109475373081394,0.22109475373081394
fabrice abriel,3,0.0,0.22109475373081394,0.22109475373081394
robbie brady,3,0.0,0.22109475373081394,0.22109475373081394
jeandaniel akpa akpro,3,0.0,0.22109475373081394,0.22109475373081394
yohan mollo,3,0.0,0.22109475373081394,0.22109475373081394
simone tiribocchi,3,0.0,0.22109475373081394,0.22109475373081394
jordi alba,3,0.0,0.22109475373081394,0.22109475373081394
kevin lasagna,3,0.0,0.22109475373081394,0.22109475373081394
jonathan delaplace,3,0.0,0.22109475373081394,0.22109475373081394
alessandro diamanti,3,0.0,0.22109475373081394,0.22109475373081394
patrick bamford,3,0.0,0.22109475373081394,0.22109475373081394
fakhreddine ben youssef,3,0.0,0.22109475373081394,0.22109475373081394
gianluca sansone,3,0.0,0.22109475373081394,0.22109475373081394
andrea poli,3,0.0,0.22109475373081394,0.22109475373081394
idrissa gana gueye,3,0.0,0.22109475373081394,0.22109475373081394
rodrigo aguirre,3,0.0,0.22109475373081394,0.22109475373081394
gaston sangoy,3,0.0,0.22109475373081394,0.22109475373081394
javier saviola,3,0.0,0.22109475373081394,0.22109475373081394
jackson martinez,3,0.0,0.22109475373081394,0.22109475373081394
alexandre song,3,0.0,0.22109475373081394,0.22109475373081394
emanuel herrera,8,1.0,1.2211724031831408,0.22117240318314074
lucho gonzalez,4,0.0,0.22127164274033667,0.22127164274033667
leroy fer,31,3.0,3.221539519160178,0.221539519160177
jonathan rodriguez,1,0.0,0.2215594571874747,0.2215594571874747
moussa dembele,1,0.0,0.2215594571874747,0.2215594571874747
stephane bahoken,2,0.0,0.2229858549529088,0.2229858549529088
pape sane,2,0.0,0.22299934514600617,0.22299934514600617
anselmo,2,0.0,0.22299934514600617,0.22299934514600617
manuel lucena,2,0.0,0.22299934514600617,0.22299934514600617
uros cosic,2,0.0,0.22299934514600617,0.22299934514600617
daniele capelli,2,0.0,0.22299934514600617,0.22299934514600617
jamel saihi,2,0.0,0.22299934514600617,0.22299934514600617
marvin friedrich,2,0.0,0.22299934514600617,0.22299934514600617
massimo volta,2,0.0,0.22299934514600617,0.22299934514600617
pedro mendes,2,0.0,0.22299934514600617,0.22299934514600617
dimitri kevin cavare,2,0.0,0.22299934514600617,0.22299934514600617
jose basanta,8,1.0,1.2238940264355151,0.22389402643551498
juan arango,14,1.0,1.2240387165837705,0.2240387165837705
alejandro alfaro,11,2.0,2.224043729711158,0.2240437297111586
cesare bovo,3,0.0,0.22440820282569957,0.22440820282569957
pedro obiang,3,0.0,0.22594471847543535,0.22594471847543535
nikita rukavytsya,3,0.0,0.22594471847543537,0.22594471847543537
odsonne edouard,2,0.0,0.2263192728271115,0.2263192728271115
saber khlifa,2,0.0,0.2263192728271115,0.2263192728271115
anthar yahia,2,0.0,0.2263192728271115,0.2263192728271115
ousmane coulibaly,2,0.0,0.2263192728271115,0.2263192728271115
tim borowski,2,0.0,0.2263192728271115,0.2263192728271115
jonathan vila,2,0.0,0.22769101978572273,0.22769101978572273
giandomenico mesto,2,0.0,0.22854287111675486,0.22854287111675486
marc pugh,3,0.0,0.22979175243983743,0.22979175243983743
xabi alonso,3,0.0,0.22979175243983746,0.22979175243983746
michael dawson,22,2.0,2.229803780778389,0.22980378077838917
rodrigue ninga,2,0.0,0.22991194370515983,0.22991194370515983
theo bongonda,2,0.0,0.22992371755523017,0.22992371755523017
gyorgy garics,2,0.0,0.22992371755523017,0.22992371755523017
domenico maietta,3,0.0,0.23344306401346054,0.23344306401346054
ruben perez,3,0.0,0.23344306401346054,0.23344306401346054
raphael guerreiro,3,0.0,0.23344306401346054,0.23344306401346054
afriyie acquah,3,0.0,0.23344306401346057,0.23344306401346057
tommaso rocchi,10,1.0,1.2345004902249233,0.2345004902249232
jamie vardy,24,2.0,2.2345912856263497,0.2345912856263495
patrick mcnair,2,0.0,0.2348745144815858,0.2348745144815858
mathieu deplagne,2,0.0,0.2348745144815858,0.2348745144815858
riccardo saponara,2,0.0,0.2348745144815858,0.2348745144815858
felix klaus,4,0.0,0.23806842976371662,0.23806842976371662
ante rebic,4,0.0,0.2384215866939998,0.2384215866939998
anderson,10,1.0,1.2397528532455317,0.2397528532455317
christian fuchs,3,0.0,0.24015543047216442,0.24015543047216442
matteo bianchetti,3,0.0,0.24097245409348036,0.24097245409348036
andreas wolf,3,0.0,0.2409724540934804,0.2409724540934804
borja baston,19,2.0,2.242604491332719,0.24260449133271839
marlos moreno,2,0.0,0.24320796575280723,0.24320796575280723
benjamin pavard,2,0.0,0.24356278192009612,0.24356278192009612
filip djuricic,2,0.0,0.24356278192009612,0.24356278192009612
jonathan rossini,3,0.0,0.24441217992393788,0.24441217992393788
somalia,2,0.0,0.24487869027923842,0.24487869027923842
marius alexe,2,0.0,0.24487869027923842,0.24487869027923842
zoltan gera,2,0.0,0.24487869027923842,0.24487869027923842
rodrigo ely,2,0.0,0.24487869027923842,0.24487869027923842
ferebory dore,2,0.0,0.24487869027923842,0.24487869027923842
hugo fraile,2,0.0,0.24487869027923842,0.24487869027923842
joseph akpala,2,0.0,0.24487869027923842,0.24487869027923842
daniel drinkwater,2,0.0,0.24487869027923842,0.24487869027923842
daniel estrada,2,0.0,0.24487869027923842,0.24487869027923842
teddy mezague,2,0.0,0.24487869027923842,0.24487869027923842
manuel gulde,2,0.0,0.24487869027923842,0.24487869027923842
jorge pulido,2,0.0,0.24487869027923842,0.24487869027923842
manuel lanzini,2,0.0,0.24487869027923842,0.24487869027923842
mikael antonsson,2,0.0,0.24487869027923842,0.24487869027923842
jakub swierczok,2,0.0,0.24487869027923842,0.24487869027923842
leyti ndiaye,2,0.0,0.24487869027923842,0.24487869027923842
nahuel valentini,2,0.0,0.24487869027923842,0.24487869027923842
davide lanzafame,2,0.0,0.24487869027923842,0.24487869027923842
marcos tebar,2,0.0,0.24487869027923842,0.24487869027923842
oliver,2,0.0,0.24487869027923842,0.24487869027923842
kakha kaladze,2,0.0,0.2452287362368115,0.2452287362368115
emmanuel emenike,3,0.0,0.24531823334904018,0.24531823334904018
santiago cazorla,3,0.0,0.24531823334904018,0.24531823334904018
shawn parker,3,0.0,0.24531823334904018,0.24531823334904018
xherdan shaqiri,1,0.0,0.24549979929870466,0.24549979929870466
jose angel crespo,3,0.0,0.2458574882134808,0.2458574882134808
mario gaspar,3,0.0,0.24615279784097097,0.24615279784097097
diego forlan,2,0.0,0.24728893868160606,0.24728893868160606
andrea conti,2,0.0,0.24782819354604668,0.24782819354604668
peter pekarik,2,0.0,0.24782819354604668,0.24782819354604668
juan rodriguez,19,2.0,2.248861569236578,0.24886156923657804
frederic bulot,4,0.0,0.2503134692745882,0.2503134692745882
alberto lopo,18,2.0,2.250320649879157,0.2503206498791566
txema anibarro,3,0.0,0.25061578661751777,0.25061578661751777
ballesteros,3,0.0,0.25113262705195427,0.25113262705195427
isma lopez,3,0.0,0.25139782952218714,0.25139782952218714
nico pulzetti,3,0.0,0.25139782952218714,0.25139782952218714
maynor figueroa,2,0.0,0.25315018539099343,0.25315018539099343
karl toko ekambi,2,0.0,0.25315018539099343,0.25315018539099343
nicolas benezet,3,0.0,0.2533868782935006,0.2533868782935006
soualiho meite,2,0.0,0.25516892767909677,0.25516892767909677
jose canas,2,0.0,0.25516892767909677,0.25516892767909677
kingsley boateng,2,0.0,0.25751280723510156,0.25751280723510156
mariano,2,0.0,0.2580520620995422,0.2580520620995422
mathieu flamini,3,0.0,0.25889617506021234,0.25889617506021234
leo dubois,3,0.0,0.25889617506021234,0.25889617506021234
victor sanchez,3,0.0,0.25889617506021234,0.25889617506021234
michael frey,3,0.0,0.25889617506021234,0.25889617506021234
joao pedro,3,0.0,0.25889617506021234,0.25889617506021234
sam clucas,3,0.0,0.25889617506021234,0.25889617506021234
roman zozulia,3,0.0,0.25889617506021234,0.25889617506021234
jose saez,3,0.0,0.25889617506021234,0.25889617506021234
philipp lahm,3,0.0,0.25889617506021234,0.25889617506021234
jemerson,3,0.0,0.25889617506021234,0.25889617506021234
mehdi lacen,3,0.0,0.25889617506021234,0.25889617506021234
bastos,3,0.0,0.25889617506021234,0.25889617506021234
alexander esswein,4,0.0,0.2590730640697351,0.2590730640697351
adrien regattin,5,0.0,0.2592468473414832,0.2592468473414832
adam smith,2,0.0,0.26078727628230725,0.26078727628230725
nicklas bendtner,13,1.0,1.261104009318746,0.2611040093187458
jonathan dos santos,5,0.0,0.26218247388263666,0.26218247388263666
