player,n_outside_box_shots,goals_scored,expected_goals,difference
christian benteke,31,1.0,0.9382219822019572,-0.061778017798042754
leon osman,29,1.0,0.940111115199631,-0.05988888480036924
jonathas,34,2.0,1.9408465578982668,-0.059153442101734566
faycal fajr,68,2.0,1.9416674796901525,-0.05833252030984782
jonny,29,1.0,0.9416918294171056,-0.05830817058289431
jose mauri,33,1.0,0.943032968924084,-0.056967031075915824
javad nekounam,33,1.0,0.9443927302845334,-0.05560726971546658
lossemy karaboue,63,2.0,1.9453642042578316,-0.05463579574216935
joel campbell,56,2.0,1.9468986938973332,-0.05310130610266711
jacopo sala,27,1.0,0.9487403973159252,-0.05125960268407484
szabolcs huszti,43,1.0,0.9518227900819173,-0.048177209918082664
yoan gouffran,58,2.0,1.95364078702239,-0.04635921297761041
nacho cases,30,1.0,0.9591765509917693,-0.04082344900823065
diego perotti,60,2.0,1.959273881831203,-0.04072611816879897
marco estrada,82,2.0,1.9598521675132905,-0.04014783248670925
mario pasalic,23,1.0,0.9658410999690888,-0.0341589000309111
emerson,37,1.0,0.9677071257356404,-0.032292874264359464
javi chica,31,1.0,0.9688501988108461,-0.03114980118915389
yannick ferreiracarrasco,58,2.0,1.975275802690059,-0.024724197309941798
gabi,128,4.0,3.983731860221256,-0.016268139778751668
emiliano armenteros,62,2.0,1.985796601964931,-0.014203398035068732
jean seri,29,1.0,0.9870755190610124,-0.012924480938987265
yann jouffre,142,4.0,3.988211009897403,-0.011788990102598478
francisco montanes,25,1.0,0.9885813565534974,-0.011418643446502452
leo baptistao,31,1.0,0.9943049995251138,-0.005695000474886247
giampaolo pazzini,32,1.0,0.9970526968080106,-0.002947303191989395
james mcarthur,32,1.0,0.9973202924074169,-0.002679707592582993
christian gentner,61,2.0,1.9975807726520318,-0.0024192273479697185
patrick van aanholt,65,2.0,1.9985872328698544,-0.0014127671301460767
luis suarez,94,3.0,2.9994152652054704,-0.0005847347945314649
mattia aramu,1,0.0,3.2290298356803955e-05,3.2290298356803955e-05
casado,1,0.0,3.2290298356803955e-05,3.2290298356803955e-05
anthony jung,1,0.0,3.2290298356803955e-05,3.2290298356803955e-05
gonzalo,1,0.0,5.87193202495651e-05,5.87193202495651e-05
john heitinga,1,0.0,5.87193202495651e-05,5.87193202495651e-05
didier ndong,32,1.0,1.0011281025806964,0.001128102580696566
joel ward,33,1.0,1.003680847438422,0.0036808474384224174
roberto torres,60,2.0,2.005445966039315,0.00544596603931409
caiuby,33,1.0,1.0100687925656011,0.010068792565601076
fin bartels,28,1.0,1.011921492110702,0.011921492110701766
janingwer callsenbracker,28,1.0,1.0125594482736837,0.01255944827368368
gaetano dagostino,46,1.0,1.0130787352987407,0.013078735298740617
alen halilovic,33,1.0,1.0160570891674952,0.01605708916749503
christophe jallet,32,1.0,1.0165411507288902,0.01654115072889018
diego godin,1,0.0,0.017326832963185847,0.017326832963185847
teerasil dangda,1,0.0,0.01985394759421133,0.01985394759421133
sam field,1,0.0,0.022748665604241942,0.022748665604241942
matt grimes,1,0.0,0.022748665604241942,0.022748665604241942
samu,1,0.0,0.022748665604241942,0.022748665604241942
luke garbutt,1,0.0,0.022748665604241942,0.022748665604241942
mario sampirisi,1,0.0,0.022748665604241942,0.022748665604241942
guglielmo stendardo,1,0.0,0.022748665604241942,0.022748665604241942
yoann poulard,1,0.0,0.022748665604241942,0.022748665604241942
andreas cornelius,1,0.0,0.022748665604241942,0.022748665604241942
carlo alberto ludi,1,0.0,0.022748665604241942,0.022748665604241942
danilo pereira,1,0.0,0.022748665604241942,0.022748665604241942
carles planas,1,0.0,0.022748665604241942,0.022748665604241942
cameron borthwickjackson,1,0.0,0.022748665604241942,0.022748665604241942
goran karanovic,1,0.0,0.022748665604241942,0.022748665604241942
andres tunez,1,0.0,0.022748665604241942,0.022748665604241942
gianluca korte,1,0.0,0.022748665604241942,0.022748665604241942
sebastien salleslamonge,1,0.0,0.022748665604241942,0.022748665604241942
mikel merino,1,0.0,0.022748665604241942,0.022748665604241942
mattia vitale,1,0.0,0.022748665604241942,0.022748665604241942
renato civelli,1,0.0,0.022748665604241942,0.022748665604241942
djimi traore,1,0.0,0.022748665604241942,0.022748665604241942
radoslav zabavnik,1,0.0,0.022748665604241942,0.022748665604241942
philipp klement,1,0.0,0.022748665604241942,0.022748665604241942
peer kluge,1,0.0,0.022748665604241942,0.022748665604241942
elderson,1,0.0,0.022748665604241942,0.022748665604241942
eliaquim mangala,1,0.0,0.022748665604241942,0.022748665604241942
paul scharner,1,0.0,0.022748665604241942,0.022748665604241942
robin knoche,1,0.0,0.022748665604241942,0.022748665604241942
stephen ward,1,0.0,0.022748665604241942,0.022748665604241942
emanuel mammana,1,0.0,0.022748665604241942,0.022748665604241942
alessandro bastrini,1,0.0,0.022748665604241942,0.022748665604241942
eneko satrustegui,1,0.0,0.022748665604241942,0.022748665604241942
enric saborit,1,0.0,0.022748665604241942,0.022748665604241942
nikolce noveski,1,0.0,0.022748665604241942,0.022748665604241942
fabrice pancrate,1,0.0,0.022748665604241942,0.022748665604241942
nicolas farina,1,0.0,0.022748665604241942,0.022748665604241942
federico ricca,1,0.0,0.022748665604241942,0.022748665604241942
florian jarjat,1,0.0,0.022748665604241942,0.022748665604241942
mickael leca,1,0.0,0.022748665604241942,0.022748665604241942
francesco zampano,1,0.0,0.022748665604241942,0.022748665604241942
thomas delaney,1,0.0,0.022748665604241942,0.022748665604241942
helder ferreira,1,0.0,0.022748665604241942,0.022748665604241942
diego mainz,1,0.0,0.022748665604241942,0.022748665604241942
daniel royer,1,0.0,0.022748665604241942,0.022748665604241942
kwame nsor,1,0.0,0.022748665604241942,0.022748665604241942
kevin,1,0.0,0.022748665604241942,0.022748665604241942
brandon comley,1,0.0,0.022748665604241942,0.022748665604241942
helder lopes,1,0.0,0.022748665604241942,0.022748665604241942
curro,1,0.0,0.022748665604241942,0.022748665604241942
aaron martin,1,0.0,0.022748665604241942,0.022748665604241942
cyril jeunechamp,1,0.0,0.022748665604241942,0.022748665604241942
aurelian chitu,1,0.0,0.022748665604241942,0.022748665604241942
kakha kaladze,1,0.0,0.022748665604241942,0.022748665604241942
abdoul ba,1,0.0,0.022748665604241942,0.022748665604241942
james tarkowski,1,0.0,0.022748665604241942,0.022748665604241942
julien escude,1,0.0,0.022748665604241942,0.022748665604241942
jose enrique,1,0.0,0.022748665604241942,0.022748665604241942
jose pozo,1,0.0,0.022748665604241942,0.022748665604241942
slobodan rajkovic,1,0.0,0.022748665604241942,0.022748665604241942
leandro castan,1,0.0,0.022748665604241942,0.022748665604241942
kostas mitroglou,1,0.0,0.022748665604241942,0.022748665604241942
joseph lopy,1,0.0,0.022748665604241942,0.022748665604241942
jason shackell,1,0.0,0.022748665604241942,0.022748665604241942
bryan rabello,1,0.0,0.022748665604241942,0.022748665604241942
bruno zuculini,1,0.0,0.022748665604241942,0.022748665604241942
lucas evangelista,1,0.0,0.022748665604241942,0.022748665604241942
danijel aleksic,1,0.0,0.022748665604241942,0.022748665604241942
hrvoje milic,1,0.0,0.022748665604241942,0.022748665604241942
lorenzo pasciuti,1,0.0,0.022748665604241942,0.022748665604241942
john oshea,1,0.0,0.022748665604241942,0.022748665604241942
alex martinez,2,0.0,0.022780955902598748,0.022780955902598748
guillaume rippert,2,0.0,0.022780955902598748,0.022780955902598748
antonio lopez,2,0.0,0.022780955902598748,0.022780955902598748
thomas vermaelen,2,0.0,0.022780955902598748,0.022780955902598748
reto ziegler,2,0.0,0.022780955902598748,0.022780955902598748
jermain defoe,59,2.0,2.02398172840718,0.02398172840717918
andrea esposito,1,0.0,0.02425057664504476,0.02425057664504476
olavide,1,0.0,0.02425057664504476,0.02425057664504476
alberto de la bella,36,1.0,1.0248247434739475,0.024824743473947454
javi castellano,1,0.0,0.026345191235072556,0.026345191235072556
pantic,1,0.0,0.026345191235072556,0.026345191235072556
alessandro gamberini,1,0.0,0.026345191235072556,0.026345191235072556
javier flano,1,0.0,0.026345191235072556,0.026345191235072556
okan aydin,1,0.0,0.026345191235072556,0.026345191235072556
josephclaude gyau,1,0.0,0.026345191235072556,0.026345191235072556
alessandro potenza,1,0.0,0.026345191235072556,0.026345191235072556
osariemen ebagua,1,0.0,0.026345191235072556,0.026345191235072556
nicolas fauvergue,1,0.0,0.026345191235072556,0.026345191235072556
josip brekalo,1,0.0,0.026345191235072556,0.026345191235072556
sylvain marchal,1,0.0,0.026345191235072556,0.026345191235072556
papakouly diop,1,0.0,0.026345191235072556,0.026345191235072556
christian battocchio,1,0.0,0.026345191235072556,0.026345191235072556
babacar gueye,1,0.0,0.026345191235072556,0.026345191235072556
heiko butscher,1,0.0,0.026345191235072556,0.026345191235072556
jay fulton,1,0.0,0.026345191235072556,0.026345191235072556
joel gerezgiher,1,0.0,0.026345191235072556,0.026345191235072556
joao rodriguez,1,0.0,0.026345191235072556,0.026345191235072556
reginaldo,1,0.0,0.026345191235072556,0.026345191235072556
benat etxebarria,1,0.0,0.026345191235072556,0.026345191235072556
raffaele pucino,1,0.0,0.026345191235072556,0.026345191235072556
donald love,1,0.0,0.026345191235072556,0.026345191235072556
quique rivero,1,0.0,0.026345191235072556,0.026345191235072556
alberto lopo,1,0.0,0.026345191235072556,0.026345191235072556
christophe kerbrat,1,0.0,0.026345191235072556,0.026345191235072556
jesus vallejo,1,0.0,0.026345191235072556,0.026345191235072556
baissama sankho,1,0.0,0.026345191235072556,0.026345191235072556
jonathan vila,1,0.0,0.026345191235072556,0.026345191235072556
jeremy choplin,1,0.0,0.026345191235072556,0.026345191235072556
christian strohdiek,1,0.0,0.026345191235072556,0.026345191235072556
nicolas blandi,1,0.0,0.026345191235072556,0.026345191235072556
paulo assuncao,1,0.0,0.026345191235072556,0.026345191235072556
elliott bennett,1,0.0,0.026345191235072556,0.026345191235072556
jordan bowery,1,0.0,0.026345191235072556,0.026345191235072556
jeanpierre nsame,1,0.0,0.026345191235072556,0.026345191235072556
baris atik,1,0.0,0.026345191235072556,0.026345191235072556
paul papp,1,0.0,0.026345191235072556,0.026345191235072556
baissama sankoh,1,0.0,0.026345191235072556,0.026345191235072556
pedro geromel,1,0.0,0.026345191235072556,0.026345191235072556
faitout maouassa,1,0.0,0.026345191235072556,0.026345191235072556
miroslav stevanovic,1,0.0,0.026345191235072556,0.026345191235072556
nicky maynard,1,0.0,0.026345191235072556,0.026345191235072556
yanni regasel,1,0.0,0.026345191235072556,0.026345191235072556
andre green,1,0.0,0.026345191235072556,0.026345191235072556
massimo volta,1,0.0,0.026345191235072556,0.026345191235072556
massimiliano benassi,1,0.0,0.026345191235072556,0.026345191235072556
thomas kleine,1,0.0,0.026345191235072556,0.026345191235072556
german pezzella,1,0.0,0.026345191235072556,0.026345191235072556
geromel,1,0.0,0.026345191235072556,0.026345191235072556
ricardo carvalho,1,0.0,0.026345191235072556,0.026345191235072556
gil,1,0.0,0.026345191235072556,0.026345191235072556
andrea nalini,1,0.0,0.026345191235072556,0.026345191235072556
junior joachim,1,0.0,0.026345191235072556,0.026345191235072556
giuseppe biava,1,0.0,0.026345191235072556,0.026345191235072556
leon balogun,1,0.0,0.026345191235072556,0.026345191235072556
idriss saadi,1,0.0,0.026345191235072556,0.026345191235072556
andreas wolf,1,0.0,0.026345191235072556,0.026345191235072556
manuel friedrich,1,0.0,0.026345191235072556,0.026345191235072556
luca antei,1,0.0,0.026345191235072556,0.026345191235072556
yeray,1,0.0,0.026345191235072556,0.026345191235072556
anthony annan,1,0.0,0.026345191235072556,0.026345191235072556
hervias,1,0.0,0.026345191235072556,0.026345191235072556
luis pedro cavanda,1,0.0,0.026345191235072556,0.026345191235072556
harry novillo,1,0.0,0.026345191235072556,0.026345191235072556
immanuel hohn,1,0.0,0.026345191235072556,0.026345191235072556
nicolai jorgensen,1,0.0,0.026345191235072556,0.026345191235072556
matteo bianchetti,1,0.0,0.026345191235072556,0.026345191235072556
julien cardy,1,0.0,0.026345191235072556,0.026345191235072556
nemanja pejcinovic,1,0.0,0.026345191235072556,0.026345191235072556
nadir minotti,1,0.0,0.026345191235072556,0.026345191235072556
tomas hubocan,1,0.0,0.026345191235072556,0.026345191235072556
fernando marques,1,0.0,0.026345191235072556,0.026345191235072556
modou diagne,1,0.0,0.026345191235072556,0.026345191235072556
mobido diakite,1,0.0,0.026345191235072556,0.026345191235072556
filippo boniperti,1,0.0,0.026345191235072556,0.026345191235072556
flavio ferreira,1,0.0,0.026345191235072556,0.026345191235072556
mihai roman,1,0.0,0.026345191235072556,0.026345191235072556
mickael firmin,1,0.0,0.026345191235072556,0.026345191235072556
julien cetout,1,0.0,0.026345191235072556,0.026345191235072556
fran velez,1,0.0,0.026345191235072556,0.026345191235072556
julian wiessmeier,1,0.0,0.026345191235072556,0.026345191235072556
medhi benatia,1,0.0,0.026345191235072556,0.026345191235072556
franco signorelli,1,0.0,0.026345191235072556,0.026345191235072556
cedric kante,1,0.0,0.026345191235072556,0.026345191235072556
maza,1,0.0,0.026345191235072556,0.026345191235072556
francois modesto,1,0.0,0.026345191235072556,0.026345191235072556
maximilian nicu,1,0.0,0.026345191235072556,0.026345191235072556
maurizio lanzaro,1,0.0,0.026345191235072556,0.026345191235072556
mauricio,1,0.0,0.026345191235072556,0.026345191235072556
maurice hirsch,1,0.0,0.026345191235072556,0.026345191235072556
thiago cionek,1,0.0,0.026345191235072556,0.026345191235072556
marvin matip,1,0.0,0.026345191235072556,0.026345191235072556
benjamin angoua,1,0.0,0.026345191235072556,0.026345191235072556
stefan ristovski,1,0.0,0.026345191235072556,0.026345191235072556
cristian rivera,1,0.0,0.026345191235072556,0.026345191235072556
stefano beltrame,1,0.0,0.026345191235072556,0.026345191235072556
david ramirez,1,0.0,0.026345191235072556,0.026345191235072556
sebastian tyrala,1,0.0,0.026345191235072556,0.026345191235072556
steven cherundolo,1,0.0,0.026345191235072556,0.026345191235072556
davide mandelli,1,0.0,0.026345191235072556,0.026345191235072556
dario zuparic,1,0.0,0.026345191235072556,0.026345191235072556
david navarro,1,0.0,0.026345191235072556,0.026345191235072556
adam lang,1,0.0,0.026345191235072556,0.026345191235072556
damiano ferronetti,1,0.0,0.026345191235072556,0.026345191235072556
walter pandiani,1,0.0,0.026345191235072556,0.026345191235072556
simao mate,1,0.0,0.026345191235072556,0.026345191235072556
derek boateng,1,0.0,0.026345191235072556,0.026345191235072556
sergio ballesteros,1,0.0,0.026345191235072556,0.026345191235072556
javier garrido,2,0.0,0.02637748153342936,0.02637748153342936
david beckham,2,0.0,0.02640391055532212,0.02640391055532212
marc fernandez,1,0.0,0.02732298606932057,0.02732298606932057
jens langeneke,1,0.0,0.02732298606932057,0.02732298606932057
simeon jackson,1,0.0,0.02732298606932057,0.02732298606932057
mathias ranegie,1,0.0,0.02732298606932057,0.02732298606932057
nathan baker,1,0.0,0.028104925882557925,0.028104925882557925
ryan fraser,1,0.0,0.028104925882557925,0.028104925882557925
danilo soares,1,0.0,0.028104925882557925,0.028104925882557925
guido burgstaller,1,0.0,0.028104925882557925,0.028104925882557925
leonardo miglionico,1,0.0,0.028104925882557925,0.028104925882557925
ariel nunez,1,0.0,0.028104925882557925,0.028104925882557925
chuli,1,0.0,0.028104925882557925,0.028104925882557925
matej vydra,1,0.0,0.028104925882557925,0.028104925882557925
ibrahim sissoko,1,0.0,0.02918231368792457,0.02918231368792457
kevin soni,1,0.0,0.02918231368792457,0.02918231368792457
tolcay cigerci,1,0.0,0.02918231368792457,0.02918231368792457
wes morgan,1,0.0,0.02918231368792457,0.02918231368792457
neuton,1,0.0,0.02918231368792457,0.02918231368792457
vincent thill,1,0.0,0.02918231368792457,0.02918231368792457
marvin compper,1,0.0,0.02918231368792457,0.02918231368792457
aristote madiani,1,0.0,0.02918231368792457,0.02918231368792457
romeo castelen,1,0.0,0.02918231368792457,0.02918231368792457
chinedu ede,1,0.0,0.02918231368792457,0.02918231368792457
federico bonazzoli,1,0.0,0.02918231368792457,0.02918231368792457
alexandre cuvillier,1,0.0,0.02918231368792457,0.02918231368792457
sergio garufi,1,0.0,0.02918231368792457,0.02918231368792457
federico barba,1,0.0,0.02918231368792457,0.02918231368792457
nick powell,1,0.0,0.02918231368792457,0.02918231368792457
fabio daprela,1,0.0,0.02918231368792457,0.02918231368792457
catala,1,0.0,0.02918231368792457,0.02918231368792457
kevin koubemba,1,0.0,0.02918231368792457,0.02918231368792457
roger carvalho,1,0.0,0.02918231368792457,0.02918231368792457
alessandro carrozza,1,0.0,0.02918231368792457,0.02918231368792457
christian kabasele,1,0.0,0.02918231368792457,0.02918231368792457
marvin ogunjimi,1,0.0,0.02918231368792457,0.02918231368792457
george mccartney,1,0.0,0.02918231368792457,0.02918231368792457
tomas micola,1,0.0,0.02918231368792457,0.02918231368792457
david concha,1,0.0,0.02918231368792457,0.02918231368792457
patrick burner,1,0.0,0.02918231368792457,0.02918231368792457
juanan,1,0.0,0.02918231368792457,0.02918231368792457
sullay kaikai,1,0.0,0.02918231368792457,0.02918231368792457
julien begue,1,0.0,0.02918231368792457,0.02918231368792457
james troisi,1,0.0,0.02918231368792457,0.02918231368792457
william buckley,1,0.0,0.02918231368792457,0.02918231368792457
jake hesketh,1,0.0,0.02918231368792457,0.02918231368792457
brad smith,1,0.0,0.02918231368792457,0.02918231368792457
youssef ennesyri,1,0.0,0.02918231368792457,0.02918231368792457
erin pinheiro,1,0.0,0.02918231368792457,0.02918231368792457
marvin gakpa,1,0.0,0.02918231368792457,0.02918231368792457
karim rekik,1,0.0,0.02918231368792457,0.02918231368792457
federico freire,1,0.0,0.02918231368792457,0.02918231368792457
norbert balogh,1,0.0,0.02918231368792457,0.02918231368792457
alfredo ortuno,1,0.0,0.02918231368792457,0.02918231368792457
alexis alegue elandi,1,0.0,0.02918231368792457,0.02918231368792457
ante budimir,1,0.0,0.02918231368792457,0.02918231368792457
malang sarr,1,0.0,0.02918231368792457,0.02918231368792457
mamadou sakho,1,0.0,0.02918231368792457,0.02918231368792457
mendy,1,0.0,0.02918231368792457,0.02918231368792457
gianluca gaudino,1,0.0,0.02918231368792457,0.02918231368792457
mathias abero,1,0.0,0.02918231368792457,0.02918231368792457
capilla,1,0.0,0.02918231368792457,0.02918231368792457
francois marque,1,0.0,0.02918231368792457,0.02918231368792457
aly ndom,1,0.0,0.02918231368792457,0.02918231368792457
marco capuano,1,0.0,0.02918231368792457,0.02918231368792457
marti riverola,1,0.0,0.02918231368792457,0.02918231368792457
anastasios donis,1,0.0,0.02918231368792457,0.02918231368792457
maxime le marchand,1,0.0,0.02918231368792457,0.02918231368792457
accursio bentivegna,1,0.0,0.02918231368792457,0.02918231368792457
andre auras,1,0.0,0.02918231368792457,0.02918231368792457
matteo contini,1,0.0,0.02918231368792457,0.02918231368792457
fynn arkenberg,1,0.0,0.02918231368792457,0.02918231368792457
carlos bellvis,1,0.0,0.02918231368792457,0.02918231368792457
ammar jemal,1,0.0,0.02918231368792457,0.02918231368792457
aly malle,1,0.0,0.02918231368792457,0.02918231368792457
michael rabusic,1,0.0,0.02918231368792457,0.02918231368792457
michy,1,0.0,0.02918231368792457,0.02918231368792457
salih ucan,1,0.0,0.02918231368792457,0.02918231368792457
hiram boateng,1,0.0,0.02918231368792457,0.02918231368792457
serdar tasci,1,0.0,0.02918231368792457,0.02918231368792457
ferhan hasani,1,0.0,0.02918231368792457,0.02918231368792457
moryke fofana,1,0.0,0.02918231368792457,0.02918231368792457
luca garritano,1,0.0,0.02918231368792457,0.02918231368792457
aliaksandr hleb,1,0.0,0.02918231368792457,0.02918231368792457
ferreira pinto,1,0.0,0.02918231368792457,0.02918231368792457
henok goitom,1,0.0,0.02918231368792457,0.02918231368792457
lucas mendes,1,0.0,0.02918231368792457,0.02918231368792457
rodrigo aguirre,1,0.0,0.02918231368792457,0.02918231368792457
martin petrov,1,0.0,0.02918231368792457,0.02918231368792457
cristian espinoza,1,0.0,0.02918231368792457,0.02918231368792457
cabral,1,0.0,0.02918231368792457,0.02918231368792457
alvaro ampuero,1,0.0,0.02918231368792457,0.02918231368792457
theo pellenard,1,0.0,0.02918231368792457,0.02918231368792457
fouad rachid,1,0.0,0.02918231368792457,0.02918231368792457
lynden gooch,1,0.0,0.02918231368792457,0.02918231368792457
mateo garcia,1,0.0,0.02918231368792457,0.02918231368792457
hugo campagnaro,1,0.0,0.02918231368792457,0.02918231368792457
daniele cacia,1,0.0,0.02918231368792457,0.02918231368792457
marvin sordell,1,0.0,0.02918231368792457,0.02918231368792457
planas,1,0.0,0.02918231368792457,0.02918231368792457
philip heise,1,0.0,0.02918231368792457,0.02918231368792457
jonas olsson,1,0.0,0.02918231368792457,0.02918231368792457
john boye,1,0.0,0.02918231368792457,0.02918231368792457
jordi,1,0.0,0.02918231368792457,0.02918231368792457
djiby fall,1,0.0,0.02918231368792457,0.02918231368792457
riccardo improta,1,0.0,0.02918231368792457,0.02918231368792457
dusan svento,1,0.0,0.02918231368792457,0.02918231368792457
ahmed said,1,0.0,0.02918231368792457,0.02918231368792457
elderson echiejile,1,0.0,0.02918231368792457,0.02918231368792457
rasmus jonsson,1,0.0,0.02918231368792457,0.02918231368792457
jesus vazquez,1,0.0,0.02918231368792457,0.02918231368792457
rafa garcia,1,0.0,0.02918231368792457,0.02918231368792457
jonathan rivierez,1,0.0,0.02918231368792457,0.02918231368792457
duri cha,1,0.0,0.02918231368792457,0.02918231368792457
pibe,1,0.0,0.02918231368792457,0.02918231368792457
benjamin boulenger,1,0.0,0.02918231368792457,0.02918231368792457
akram afif,1,0.0,0.02918231368792457,0.02918231368792457
aiden oneill,1,0.0,0.02918231368792457,0.02918231368792457
stefan babovic,1,0.0,0.02918231368792457,0.02918231368792457
eder vilarchao,1,0.0,0.02918231368792457,0.02918231368792457
stefan popescu,1,0.0,0.02918231368792457,0.02918231368792457
jorge morcillo,1,0.0,0.02918231368792457,0.02918231368792457
aketxe,2,0.0,0.029214603986281375,0.029214603986281375
gianluca lapadula,2,0.0,0.029214603986281375,0.029214603986281375
igor gabilondo,2,0.0,0.029214603986281375,0.029214603986281375
lopez silva,1,0.0,0.0314664417101301,0.0314664417101301
daniele portanova,1,0.0,0.0314664417101301,0.0314664417101301
michael keane,1,0.0,0.0314664417101301,0.0314664417101301
josef husbauer,1,0.0,0.0314664417101301,0.0314664417101301
mamadou sylla,1,0.0,0.0314664417101301,0.0314664417101301
daniel fox,1,0.0,0.0314664417101301,0.0314664417101301
bennard kumordzi,1,0.0,0.0314664417101301,0.0314664417101301
jan kliment,1,0.0,0.0314664417101301,0.0314664417101301
alexander milosevic,1,0.0,0.0314664417101301,0.0314664417101301
souleymane doukara,1,0.0,0.033272507127841584,0.033272507127841584
melvyn lorenzen,1,0.0,0.033272507127841584,0.033272507127841584
abdul baba,1,0.0,0.033272507127841584,0.033272507127841584
loukas vyntra,1,0.0,0.033272507127841584,0.033272507127841584
massimiliano carlini,1,0.0,0.033272507127841584,0.033272507127841584
antonio palma,1,0.0,0.033272507127841584,0.033272507127841584
thilo kehrer,1,0.0,0.033272507127841584,0.033272507127841584
alfonso,1,0.0,0.033272507127841584,0.033272507127841584
marcos angeleri,1,0.0,0.033272507127841584,0.033272507127841584
lee tomlin,1,0.0,0.033272507127841584,0.033272507127841584
zakarie labidi,1,0.0,0.033272507127841584,0.033272507127841584
hong jeongho,1,0.0,0.033272507127841584,0.033272507127841584
raphael varane,1,0.0,0.033272507127841584,0.033272507127841584
nahuel leiva,1,0.0,0.033272507127841584,0.033272507127841584
tayfun pekturk,1,0.0,0.033272507127841584,0.033272507127841584
raffaele rubino,1,0.0,0.033272507127841584,0.033272507127841584
guie gneki abraham,1,0.0,0.033272507127841584,0.033272507127841584
antonio tomas,1,0.0,0.033272507127841584,0.033272507127841584
nick proschwitz,1,0.0,0.033272507127841584,0.033272507127841584
jonathan benteke,1,0.0,0.033272507127841584,0.033272507127841584
ndiaye djiby,1,0.0,0.033272507127841584,0.033272507127841584
andrew wooten,1,0.0,0.033272507127841584,0.033272507127841584
jonas de roeck,1,0.0,0.033272507127841584,0.033272507127841584
tammy abraham,1,0.0,0.033272507127841584,0.033272507127841584
jeffrey gouweleeuw,1,0.0,0.033272507127841584,0.033272507127841584
jordan rhodes,1,0.0,0.033272507127841584,0.033272507127841584
john tshibumbu,1,0.0,0.033272507127841584,0.033272507127841584
felipe mattioni,1,0.0,0.033272507127841584,0.033272507127841584
rafita,1,0.0,0.033272507127841584,0.033272507127841584
carlos marchena,1,0.0,0.033272507127841584,0.033272507127841584
aldo kalulu,1,0.0,0.033272507127841584,0.033272507127841584
bryan constant,1,0.0,0.033272507127841584,0.033272507127841584
davide moro,1,0.0,0.033272507127841584,0.033272507127841584
francesco marianini,1,0.0,0.033272507127841584,0.033272507127841584
soufiane bidaoui,1,0.0,0.033272507127841584,0.033272507127841584
davide lanzafame,1,0.0,0.033272507127841584,0.033272507127841584
michael mancienne,1,0.0,0.033272507127841584,0.033272507127841584
michael ortega,1,0.0,0.033272507127841584,0.033272507127841584
michele canini,1,0.0,0.033272507127841584,0.033272507127841584
mirko esposito,1,0.0,0.033272507127841584,0.033272507127841584
sebastien wuthrich,1,0.0,0.033272507127841584,0.033272507127841584
mirko eramo,1,0.0,0.033272507127841584,0.033272507127841584
mirko antenucci,1,0.0,0.033272507127841584,0.033272507127841584
sebastien squillaci,1,0.0,0.033272507127841584,0.033272507127841584
jonathan tinhan,1,0.0,0.033272507127841584,0.033272507127841584
davide biraschi,1,0.0,0.033272507127841584,0.033272507127841584
luque,1,0.0,0.033272507127841584,0.033272507127841584
mikael antonsson,1,0.0,0.033272507127841584,0.033272507127841584
hamit altintop,1,0.0,0.033272507127841584,0.033272507127841584
lukas klostermann,1,0.0,0.033272507127841584,0.033272507127841584
luis neto,1,0.0,0.033272507127841584,0.033272507127841584
sehrou guirassy,1,0.0,0.033272507127841584,0.033272507127841584
joni montiel,1,0.0,0.033272507127841584,0.033272507127841584
almamy toure,1,0.0,0.033272507127841584,0.033272507127841584
dwight tiendalli,1,0.0,0.033272507127841584,0.033272507127841584
muhammed ildiz,1,0.0,0.033272507127841584,0.033272507127841584
jonathan de guzmaa¡n,1,0.0,0.033272507127841584,0.033272507127841584
teddy mezague,1,0.0,0.033272507127841584,0.033272507127841584
nicolaj thomsen,1,0.0,0.033272507127841584,0.033272507127841584
moussa dembele,1,0.0,0.033272507127841584,0.033272507127841584
ben yedder,1,0.0,0.033272507127841584,0.033272507127841584
alhassane bangoura,1,0.0,0.033272507127841584,0.033272507127841584
mouctar diakhaby,1,0.0,0.033272507127841584,0.033272507127841584
david suazo,1,0.0,0.033272507127841584,0.033272507127841584
felipe santana,1,0.0,0.033272507127841584,0.033272507127841584
christian poulsen,1,0.0,0.033272507127841584,0.033272507127841584
anthony ribelin,1,0.0,0.033272507127841584,0.033272507127841584
montoro,1,0.0,0.033272507127841584,0.033272507127841584
henri bienvenu,1,0.0,0.033272507127841584,0.033272507127841584
fernando meira,1,0.0,0.033272507127841584,0.033272507127841584
momar bangoura,1,0.0,0.033272507127841584,0.033272507127841584
dorian caddy,1,0.0,0.033272507127841584,0.033272507127841584
dylan saintlouis,1,0.0,0.033272507127841584,0.033272507127841584
alioune fall,1,0.0,0.033272507127841584,0.033272507127841584
francesco parravicini,1,0.0,0.033272507127841584,0.033272507127841584
micah richards,1,0.0,0.033272507127841584,0.033272507127841584
miguel,1,0.0,0.033272507127841584,0.033272507127841584
ilan aruajo,1,0.0,0.033272507127841584,0.033272507127841584
sergio pelegrin,1,0.0,0.033272507127841584,0.033272507127841584
javier ontiveros,1,0.0,0.033272507127841584,0.033272507127841584
marnon busch,1,0.0,0.033272507127841584,0.033272507127841584
julien quercia,1,0.0,0.033272507127841584,0.033272507127841584
marko pjaca,1,0.0,0.033272507127841584,0.033272507127841584
