player,n_outside_box_shots,goals_scored,expected_goals,difference
brendan galloway,4,0.0,0.10386195858433303,0.10386195858433303
lacina traore,4,0.0,0.10386195858433303,0.10386195858433303
gaetano monachello,4,0.0,0.10386195858433303,0.10386195858433303
janek sternberg,4,0.0,0.10386195858433303,0.10386195858433303
hordur magnusson,5,0.0,0.10389424888268983,0.10389424888268983
david simon,2,0.0,0.10409657317947224,0.10409657317947224
nicolas nkoulou,2,0.0,0.10418464440476224,0.10418464440476224
aurelien chedjou,7,0.0,0.10489872053903987,0.10489872053903987
zie diabate,4,0.0,0.10511502957139801,0.10511502957139801
benjamin henrichs,4,0.0,0.10511502957139801,0.10511502957139801
miguel pallardo,4,0.0,0.10538076494029022,0.10538076494029022
andrea conti,3,0.0,0.10544340611637315,0.10544340611637315
ronny garbuschewski,6,0.0,0.10549820358078935,0.10549820358078935
yun sukyoung,3,0.0,0.10589055754543664,0.10589055754543664
fagner,3,0.0,0.10609412169633345,0.10609412169633345
jordi amat,3,0.0,0.10609412169633345,0.10609412169633345
anthony ujah,31,1.0,1.1071961937241543,0.10719619372415379
christian pander,35,1.0,1.1072592302191557,0.10725923021915562
alois confais,3,0.0,0.10728235065628644,0.10728235065628644
eddy,3,0.0,0.10728235065628644,0.10728235065628644
holger badstuber,5,0.0,0.10798444232260684,0.10798444232260684
nam taehee,4,0.0,0.10821788739314225,0.10821788739314225
jung bin park,4,0.0,0.10821788739314225,0.10821788739314225
claude goncalves,4,0.0,0.10871155520222864,0.10871155520222864
ritchie de laet,4,0.0,0.10871155520222864,0.10871155520222864
constantin nica,3,0.0,0.10872767999828864,0.10872767999828864
mehdi mostefa,70,2.0,2.10915566349572,0.10915566349571923
raul baena,34,1.0,1.109381237290356,0.10938123729035598
tobias badila,4,0.0,0.11029560666801565,0.11029560666801565
guillermo rodriguez,4,0.0,0.11029560666801565,0.11029560666801565
patrice evra,4,0.0,0.11029560666801565,0.11029560666801565
vicente gomez,4,0.0,0.11029560666801565,0.11029560666801565
chris lowe,4,0.0,0.11029560666801565,0.11029560666801565
nicolas viola,4,0.0,0.11029560666801565,0.11029560666801565
ager aketxe,5,0.0,0.11032789696637245,0.11032789696637245
admir mehmedi,48,2.0,2.1103658109200145,0.1103658109200131
alassane toure,2,0.0,0.11091058911526111,0.11091058911526111
miguel britos,4,0.0,0.11105500984599426,0.11105500984599426
jefferson farfan,36,1.0,1.111083824646709,0.11108382464670889
habib diallo,4,0.0,0.11154867765508064,0.11154867765508064
mamadou ndiaye,4,0.0,0.11155761004155987,0.11155761004155987
pavel pogrebnyak,3,0.0,0.11174025578495594,0.11174025578495594
jordan leborgne,4,0.0,0.11230808083305927,0.11230808083305927
sebastian eguren,4,0.0,0.11230808083305927,0.11230808083305927
laurent dos santos,4,0.0,0.11230808083305927,0.11230808083305927
gonzalo colsa,4,0.0,0.11230808083305927,0.11230808083305927
remi mulumba,5,0.0,0.1123668001533088,0.1123668001533088
lomban,5,0.0,0.11236680015330883,0.11236680015330883
alex pinardi,5,0.0,0.11236680015330883,0.11236680015330883
timm klose,4,0.0,0.11281474449347961,0.11281474449347961
emanuel insua,4,0.0,0.11311082403110251,0.11311082403110251
cedric faure,4,0.0,0.11406781548054462,0.11406781548054462
eraso,3,0.0,0.11420966654905546,0.11420966654905546
romain metanire,3,0.0,0.11420966654905546,0.11420966654905546
christian pulisic,3,0.0,0.11420966654905547,0.11420966654905547
slimane sissoko,4,0.0,0.11438580010793267,0.11438580010793267
issam el adoua,4,0.0,0.11438580010793267,0.11438580010793267
vincent janssen,5,0.0,0.11441809040628947,0.11441809040628947
pierreyves polomat,4,0.0,0.1144523280515905,0.1144523280515905
alejandro alonso,4,0.0,0.11514520328591127,0.11514520328591127
diego demme,4,0.0,0.11514520328591127,0.11514520328591127
raffaele maiello,4,0.0,0.11514520328591127,0.11514520328591127
kenan kodro,4,0.0,0.11514520328591127,0.11514520328591127
nedum onuoha,4,0.0,0.11514520328591127,0.11514520328591127
lucas piazon,5,0.0,0.11520392260616083,0.11520392260616083
josue,4,0.0,0.11563887109499765,0.11563887109499765
davide gavazzi,4,0.0,0.11563887109499765,0.11563887109499765
granddi ngoyi,4,0.0,0.11563887109499765,0.11563887109499765
ronaldo,5,0.0,0.11569759041524721,0.11569759041524721
abdel,5,0.0,0.11569759041524721,0.11569759041524721
florian hartherz,3,0.0,0.11663504142457015,0.11663504142457015
uffe bech,4,0.0,0.11672925475169828,0.11672925475169828
patrick bamford,4,0.0,0.11672925475169828,0.11672925475169828
ciaran clark,4,0.0,0.11672925475169828,0.11672925475169828
dalbert,4,0.0,0.11672925475169828,0.11672925475169828
dean moxey,4,0.0,0.11672925475169828,0.11672925475169828
saifeddine khaoui,4,0.0,0.11672925475169828,0.11672925475169828
ladislav krejci,5,0.0,0.11676154505005508,0.11676154505005508
lenny nangis,37,1.0,1.1171390190336372,0.11713901903363752
mouhamadou habib habibou,4,0.0,0.11798232573876327,0.11798232573876327
carlton cole,4,0.0,0.11798232573876327,0.11798232573876327
florin berenguer,4,0.0,0.11798232573876327,0.11798232573876327
harry winks,3,0.0,0.11817390386863857,0.11817390386863857
miguel torres,4,0.0,0.11831894577697577,0.11831894577697577
mamadou samassa,4,0.0,0.11847599354784968,0.11847599354784968
jacques zoua daogari,4,0.0,0.11847599354784968,0.11847599354784968
nacho novo,4,0.0,0.11847599354784968,0.11847599354784968
baba rahman,4,0.0,0.11847599354784968,0.11847599354784968
claudio terzi,4,0.0,0.11847599354784968,0.11847599354784968
jacques faty,4,0.0,0.11858468114586795,0.11858468114586795
martin kobylanski,4,0.0,0.11880825686039972,0.11880825686039972
elliot grandin,4,0.0,0.11923539672582828,0.11923539672582828
havard nielsen,4,0.0,0.11923539672582828,0.11923539672582828
armin bacinovic,4,0.0,0.11923539672582828,0.11923539672582828
jordan siebatcheu,4,0.0,0.11923539672582828,0.11923539672582828
gonzalo castellani,4,0.0,0.11923539672582828,0.11923539672582828
magnus wolff eikrem,4,0.0,0.11923539672582828,0.11923539672582828
florian lejeune,4,0.0,0.11923539672582828,0.11923539672582828
patrick mcnair,4,0.0,0.11923539672582828,0.11923539672582828
hugo rodallega,4,0.0,0.11923539672582828,0.11923539672582828
kennedy,5,0.0,0.11929411604607784,0.11929411604607784
jeanarmel kanabiyik,3,0.0,0.11940032409618503,0.11940032409618503
ahmad benali,4,0.0,0.11950717473692873,0.11950717473692873
juanlu,26,1.0,1.1200070418377228,0.12000704183772301
wilfried moimbe,5,0.0,0.12017697610489234,0.12017697610489234
danijel pranjic,6,0.0,0.12020926640324914,0.12020926640324914
rudy gestede,4,0.0,0.12021319156007629,0.12021319156007629
marvin ducksch,4,0.0,0.12021319156007629,0.12021319156007629
