player,n_shots,goals_scored,expected_goals,difference,xG_per_shot_ratio
jozabed,58,11.0,6.5824120718055035,-4.417587928194497,0.11348986330699144
carlos vela,404,55.0,50.592983542882834,-4.407016457117333,0.12523015728436346
rafinha,112,15.0,10.596599433372266,-4.403400566627732,0.0946124949408238
nicolas benezet,76,11.0,6.662433399099305,-4.337566600900696,0.0876635973565698
lorenzo tonelli,23,9.0,4.680715498799373,-4.3192845012006265,0.2035093695130162
javi guerra,217,40.0,35.68730695765365,-4.31269304234634,0.16445763574955596
benjamin nivet,116,19.0,14.69271986824848,-4.307280131751515,0.12666137817455586
cristian tello,110,13.0,8.694294292182349,-4.305705707817653,0.07903903901983954
kelechi iheanacho,48,11.0,6.697889464297312,-4.3021105357026865,0.13953936383952734
carlos carmona,105,12.0,7.712153815228635,-4.287846184771368,0.07344908395455843
anthony mounier,202,25.0,20.757003476663613,-4.242996523336409,0.10275744295378027
charlie adam,160,16.0,11.765430005157079,-4.234569994842913,0.07353393753223174
mattia destro,290,51.0,46.76752029462971,-4.2324797053702925,0.16126731136079211
david zurutuza,95,12.0,7.838502287841864,-4.161497712158136,0.08251055039833541
halil altintop,104,15.0,10.841090808738644,-4.158909191261356,0.10424125777633311
bastian schweinsteiger,133,19.0,14.88411229942112,-4.115887700578875,0.11191061879264001
gaetan charbonnier,132,19.0,14.890957034181731,-4.109042965818274,0.11281028056198282
arturo vidal,308,40.0,35.89306708837174,-4.106932911628257,0.11653593210510305
hernan perez,91,12.0,7.941779847976318,-4.0582201520236785,0.08727230602171777
deyverson,103,15.0,10.948067686437954,-4.051932313562035,0.10629191928580538
paulgeorges ntep,128,18.0,13.98514678492505,-4.01485321507497,0.10925895925722695
willian jose,94,17.0,12.990698136060011,-4.00930186393999,0.13819891634106396
esteban cambiasso,125,17.0,13.011054742493355,-3.9889452575066544,0.10408843793994685
julien feret,206,30.0,26.03207648791666,-3.967923512083333,0.12636930333940127
mohamed zidan,28,7.0,3.0768660679664444,-3.9231339320335565,0.10988807385594444
max gradel,228,31.0,27.11342164643763,-3.8865783535623892,0.1189185159931475
morgan sanson,124,13.0,9.126768552356948,-3.8732314476430525,0.073602972196427
alessandro matri,208,39.0,35.152346103926305,-3.8476538960736972,0.16900166396118416
angel di maria,347,30.0,26.156044849032472,-3.8439551509675947,0.07537765086176505
tana,41,8.0,4.16543535982992,-3.8345646401700804,0.10159598438609561
ilan,22,7.0,3.2309076790988986,-3.769092320901101,0.14685943995904086
yannis salibur,120,12.0,8.250579074138928,-3.7494209258610782,0.0687548256178244
max meyer,124,17.0,13.297886430726114,-3.702113569273882,0.10724101960262995
yunus malli,191,28.0,24.318457864073498,-3.6815421359265197,0.12732176892185076
romelu lukaku,366,53.0,49.335986462231965,-3.664013537768088,0.13479777721921302
nathan dyer,56,9.0,5.38380916720132,-3.6161908327986807,0.09613944941430928
lucas barrios,63,15.0,11.384803497350298,-3.6151965026497037,0.1807111666246079
riyad mahrez,190,24.0,20.389561451493446,-3.6104385485065804,0.10731348132364972
jeremy menez,219,34.0,30.424274339763524,-3.575725660236485,0.13892362712220788
anthony ujah,128,23.0,19.428632904924456,-3.571367095075543,0.1517861945697223
roberto firmino,427,50.0,46.44166381495485,-3.558336185045141,0.10876267872354765
steven naismith,88,15.0,11.448567120920954,-3.551432879079047,0.13009735364682903
jonathan walters,123,20.0,16.46932111604072,-3.5306788839592698,0.1338969196426075
artur sobiech,83,16.0,12.475889295206944,-3.52411070479306,0.15031191921936077
inigo martinez,110,18.0,14.483567680218563,-3.5164323197814347,0.13166879709289603
klaasjan huntelaar,370,68.0,64.48780671944945,-3.512193280550591,0.17429136951202553
neymar,318,58.0,54.49027373160731,-3.509726268392657,0.1713530620490796
saber khelifa,115,16.0,12.511277719326781,-3.488722280673209,0.10879371929849375
luis muriel,303,38.0,34.51795385518861,-3.482046144811415,0.11392063978610102
ivan rakitic,271,35.0,31.523911054521005,-3.4760889454789896,0.11632439503513285
loic remy,221,31.0,27.53322799430907,-3.46677200569094,0.12458474205569714
adem ljajic,285,34.0,30.558009491651358,-3.441990508348633,0.1072210859356188
francesco totti,369,43.0,39.573718527886136,-3.4262814721137835,0.10724584966906812
lisandro,63,16.0,12.618755139048183,-3.381244860951818,0.20029770061981242
massimo maccarone,198,25.0,21.622602307093032,-3.3773976929069778,0.10920506215703552
cedric bakambu,204,32.0,28.647114863213258,-3.3528851367867656,0.14042703364320225
ki sungyueng,91,13.0,9.654213013603338,-3.345786986396665,0.10609025289673997
james mcarthur,65,9.0,5.655761844705989,-3.344238155294012,0.08701172068778444
senad lulic,145,18.0,14.693248594670987,-3.3067514053290172,0.10133274892876543
juan mata,160,26.0,22.698054713687878,-3.3019452863121406,0.14186284196054924
jermain defoe,191,32.0,28.70556769631476,-3.294432303685244,0.1502909303471977
marcel risse,158,12.0,8.710838121990392,-3.2891618780096037,0.055131886848040455
ruben rochina,179,12.0,8.72752184602501,-3.272478153975,0.04875710528505592
helder postiga,234,27.0,23.728492275256645,-3.2715077247433775,0.10140381314212242
andrea belotti,172,32.0,28.759463489546945,-3.2405365104530723,0.1672061830787613
aritz aduriz,297,53.0,49.770599800107924,-3.229400199892069,0.16757777710474048
vladimir weiss,41,7.0,3.7834706298530345,-3.216529370146965,0.09227977145983011
leroy sane,85,12.0,8.786393281567522,-3.213606718432486,0.10336933272432379
rachid ghezzal,100,11.0,7.791756130494977,-3.208243869505029,0.07791756130494977
josip ilicic,388,39.0,35.80428605944601,-3.195713940554077,0.09227908778207734
gael kakuta,81,8.0,4.8081004222643315,-3.1918995777356707,0.059359264472399156
edouard butin,46,9.0,5.812546795790585,-3.1874532042094175,0.12635971295196924
lukasz piszczek,107,13.0,9.820839623609483,-3.179160376390522,0.09178354788420078
adriano,80,9.0,5.821756750163038,-3.178243249836956,0.07277195937703798
nicolai muller,178,29.0,25.852755066422837,-3.1472449335771713,0.14524019700237548
sloan privat,182,29.0,25.861440741245968,-3.1385592587540785,0.14209582824860423
rodrigo palacio,297,57.0,53.862485094747726,-3.1375149052522375,0.18135516866918427
roberto pereyra,86,13.0,9.905685538227477,-3.0943144617725236,0.11518238997938926
samuel,67,11.0,7.908984753486999,-3.0910152465129985,0.11804454855950745
jeremy perbet,41,10.0,6.910695834842694,-3.0893041651573054,0.16855355694738278
stephan el shaarawy,259,30.0,26.914265648645024,-3.0857343513549664,0.10391608358550203
imanol agirretxe,314,48.0,44.92239388198345,-3.0776061180165817,0.14306494866873712
callum wilson,48,11.0,7.947124336539475,-3.052875663460526,0.1655650903445724
mikel san jose,67,17.0,13.957896320952797,-3.0421036790472034,0.2083268107604895
jonathas,145,22.0,18.980513910037548,-3.019486089962447,0.13090009593129343
nicola legrottaglie,40,10.0,7.005669490798248,-2.9943305092017525,0.17514173726995622
alexandru maxim,97,11.0,8.028298730191612,-2.971701269808388,0.08276596629063517
kevin de bruyne,325,33.0,30.039678504076694,-2.9603214959233184,0.09242978001254368
jonathan schmid,171,21.0,18.046922113115325,-2.953077886884676,0.10553755621704869
diego milito,138,33.0,30.06923298726455,-2.930767012735443,0.2178929926613373
andy carroll,162,21.0,18.0845066415804,-2.915493358419606,0.1116327570467926
michel bastos,123,15.0,12.084847305274982,-2.9151526947250117,0.0982507910997966
jimmy cabot,47,7.0,4.085086148745358,-2.914913851254643,0.08691672656905017
igor de camargo,49,8.0,5.088787143524453,-2.911212856475548,0.10385279884743781
kevin mirallas,194,23.0,20.10538480880014,-2.8946151911998634,0.10363600416907288
adam johnson,81,14.0,11.110823944231852,-2.8891760557681496,0.137170665978171
federico dionisi,82,9.0,6.1140732396825195,-2.885926760317479,0.0745618687766161
vedad ibisevic,293,54.0,51.122677118023134,-2.877322881976867,0.17448012668267282
blaise matuidi,125,19.0,16.134594380348112,-2.8654056196518924,0.1290767550427849
paolo sammarco,35,6.0,3.153682588474387,-2.8463174115256136,0.0901052168135539
luca antonelli,71,11.0,8.230983787226911,-2.7690162127730873,0.115929349115872
jairo samperio,71,10.0,7.231645927733349,-2.7683540722666495,0.10185416799624436
david villa,152,28.0,25.235480770439988,-2.7645192295600234,0.16602289980552623
christian eriksen,320,28.0,25.236440152479503,-2.7635598475205034,0.07886387547649845
seydou keita,45,7.0,4.239940166057984,-2.7600598339420173,0.09422089257906631
jose saez,22,5.0,2.2423065666020157,-2.757693433397984,0.10192302575463708
xherdan shaqiri,163,17.0,14.243707868068931,-2.7562921319310716,0.08738471084704866
edinson cavani,623,121.0,118.25620131630318,-2.743798683696713,0.18981733758636143
ludovic obraniak,156,17.0,14.268384160005805,-2.7316158399941917,0.09146400102567824
dwight gayle,65,14.0,11.280943955925768,-2.7190560440742315,0.1735529839373195
hernanes,354,28.0,25.299641197472038,-2.700358802528013,0.07146791298720914
koke,209,21.0,18.328360375644632,-2.671639624355381,0.08769550418968723
ayoze perez,109,13.0,10.329822298471004,-2.670177701528997,0.09476901191257803
stefan reisinger,47,10.0,7.346098006937609,-2.6539019930623913,0.15629995759441723
giuseppe rossi,163,26.0,23.3533833287425,-2.646616671257533,0.14327229036038344
milos jojic,38,5.0,2.360898302799177,-2.639101697200821,0.0621289027052415
jefferson farfan,107,18.0,15.373849187748656,-2.6261508122513466,0.14368083353036126
mauro zarate,140,12.0,9.376991745516415,-2.623008254483585,0.0669785124679744
teemu pukki,35,8.0,5.388822231815243,-2.611177768184757,0.1539663494804355
raul,76,15.0,12.395891769410829,-2.6041082305891696,0.1631038390711951
simon zoller,48,8.0,5.399414764945355,-2.6005852350546443,0.11248780760302823
rolando,26,7.0,4.4184294913778706,-2.5815705086221308,0.1699395958222258
nicola rigoni,34,4.0,1.4378160773486264,-2.562183922651373,0.04228870815731254
jussie,53,16.0,13.456716793907495,-2.543283206092508,0.25390031686617914
thievy,68,11.0,8.514082587081177,-2.4859174129188193,0.12520709686884082
david silva,164,20.0,17.51465762136184,-2.485342378638162,0.10679669281318196
leonardo ulloa,89,18.0,15.517539808134288,-2.4824601918657154,0.1743543798666774
cristhian stuani,12,4.0,1.5219550888151874,-2.4780449111848126,0.12682959073459896
erjon bogdani,24,6.0,3.5229165170721273,-2.4770834829278736,0.14678818821133863
marco benassi,139,13.0,10.532424661012318,-2.467575338987683,0.0757728392878584
georginio wijnaldum,86,13.0,10.53289711409914,-2.4671028859008692,0.12247554783836208
vladimir darida,111,13.0,10.53342023837387,-2.466579761626131,0.09489567782318802
fabio simplicio,19,4.0,1.5360894774732587,-2.4639105225267417,0.08084681460385572
geoffrey dernis,52,6.0,3.5479068333220765,-2.4520931666779235,0.06822897756388609
serge gnabry,44,7.0,4.548445167895609,-2.4515548321043936,0.10337375381580928
gaston ramirez,123,12.0,9.58925924137787,-2.410740758622135,0.07796145724697456
daniele portanova,21,5.0,2.5936820718406643,-2.4063179281593357,0.12350867008765068
andrea masiello,19,4.0,1.5951801351695414,-2.4048198648304586,0.08395684921944954
adrian ramos,205,32.0,29.60564234914162,-2.3943576508583972,0.1444177675567884
roberto torres,105,11.0,8.615052671210396,-2.3849473287896035,0.08204812067819425
alexy bosetti,53,10.0,7.6177044566795615,-2.3822955433204376,0.14373027276753889
andre gray,27,6.0,3.620307165596144,-2.3796928344038566,0.13408545057763496
samuel etoo,117,14.0,11.620419636319644,-2.3795803636803603,0.09931982595144995
jorginho frello,16,7.0,4.6208282300272625,-2.3791717699727366,0.2888017643767039
marek hamsik,412,45.0,42.630371997132166,-2.369628002867835,0.10347177669206836
robert snodgrass,99,13.0,10.631838582321551,-2.3681614176784547,0.1073923089123389
florian raspentino,80,11.0,8.634276800751799,-2.3657231992481944,0.10792846000939749
patrick van aanholt,100,9.0,6.660677035819131,-2.339322964180868,0.06660677035819132
mikel arruabarrena,30,7.0,4.678164013560587,-2.3218359864394142,0.15593880045201958
aaron lennon,57,8.0,5.680470422778792,-2.319529577221207,0.09965737583822443
marcus rashford,36,8.0,5.683496457078578,-2.3165035429214216,0.15787490158551606
apono,86,15.0,12.683619064049056,-2.3163809359509497,0.14748394260522157
vincent koziello,16,4.0,1.6918409761900437,-2.3081590238099565,0.10574006101187773
raphael guerreiro,127,12.0,9.701845136977306,-2.298154863022701,0.0763924813935221
patrik schick,18,4.0,1.7054026356711893,-2.2945973643288107,0.09474459087062163
majeed waris,143,26.0,23.708384082924407,-2.2916159170756085,0.16579289568478606
joel pohjanpalo,13,4.0,1.7123671609434639,-2.2876328390565357,0.13172055084180492
henrikh mkhitaryan,226,25.0,22.71456119501587,-2.2854388049841345,0.1005069079425481
peter odemwingie,42,7.0,4.720509379493193,-2.2794906205068073,0.11239308046412365
shane long,169,23.0,20.722948195486893,-2.2770518045131034,0.12262099523956742
andre ayew,340,46.0,43.72882273364772,-2.2711772663523364,0.1286141845107286
stephane mbia,54,8.0,5.729165047819565,-2.2708349521804356,0.10609564903369566
alessandro schopf,31,6.0,3.733908720790348,-2.266091279209652,0.12044866841259187
alessandro lucarelli,49,8.0,5.737872561164197,-2.262127438835802,0.11709944002375913
danny rose,86,7.0,4.7438778005182565,-2.256122199481744,0.0551613697734681
jerome roussillon,34,5.0,2.746044361737795,-2.2539556382622052,0.08076601063934692
piti,318,29.0,26.750963656709352,-2.249036343290742,0.08412252722235646
manuel lanzini,79,10.0,7.754845296266454,-2.245154703733544,0.09816259868691714
nicolas gaitan,7,3.0,0.7566987144813919,-2.2433012855186076,0.10809981635448455
emmanuel adebayor,74,14.0,11.763027354787381,-2.2369726452126186,0.1589598291187484
pierrick capelle,48,5.0,2.765450476006017,-2.234549523993983,0.05761355158345868
hasan salihamidzic,7,3.0,0.7690697680923254,-2.2309302319076743,0.10986710972747506
floyd ayite,215,21.0,18.77038689392191,-2.2296131060780984,0.08730412508800887
marquinho,94,9.0,6.782286006251588,-2.2177139937484167,0.0721519787899105
youssef ait bennasser,15,3.0,0.7870496265964384,-2.2129503734035616,0.05246997510642923
chahir belghazouani,36,6.0,3.79261932249096,-2.20738067750904,0.10535053673585999
mahmoud dahoud,57,6.0,3.8148815916778696,-2.1851184083221304,0.06692774722241876
daniele baselli,103,10.0,7.817116066169653,-2.182883933830344,0.0758943307395112
mohamed wael larbi,35,7.0,4.821961984795219,-2.178038015204783,0.13777034242272054
zargo toure,21,6.0,3.8289002435497568,-2.171099756450243,0.18232858302617888
laurent koscielny,47,11.0,8.830945885187644,-2.1690541148123565,0.18789246564229029
mattia caldara,6,3.0,0.8472135155524109,-2.1527864844475895,0.14120225259206848
pantxi sirieix,27,4.0,1.8504832227621328,-2.149516777237867,0.06853641565785677
moi gomez,79,9.0,6.851360423900232,-2.148639576099772,0.08672608131519281
juanlu,54,8.0,5.859604120547628,-2.140395879452374,0.10851118741754867
per nilsson,37,9.0,6.866566878659368,-2.133433121340631,0.18558288861241534
ryad boudebouz,279,27.0,24.875244385316076,-2.124755614684009,0.0891585820262225
mohamed diame,60,8.0,5.878620245255223,-2.121379754744777,0.09797700408758706
branimir hrgota,58,10.0,7.883217267503968,-2.116782732496036,0.13591753909489598
maximilian philipp,38,6.0,3.8885531819044346,-2.1114468180955654,0.10233034689222197
claudio beauvue,233,29.0,26.901409326176875,-2.098590673823143,0.11545669238702522
julian draxler,230,23.0,20.906420046180163,-2.09357995381984,0.09089747846165289
issa baradji,7,3.0,0.9167658495781617,-2.083234150421838,0.1309665499397374
mike hanke,100,13.0,10.92243744602249,-2.0775625539775096,0.1092243744602249
tiago,92,10.0,7.926663421012378,-2.0733365789876204,0.0861593850110041
giampiero pinzi,60,7.0,4.932677098256251,-2.067322901743748,0.08221128497093752
laurent batlles,16,4.0,1.9330852710748712,-2.0669147289251293,0.12081782944217945
ander herrera,90,9.0,6.933774129391396,-2.066225870608596,0.07704193477101551
sergio garcia,284,37.0,34.94222237876448,-2.0577776212355143,0.12303599429142421
francois clerc,45,7.0,4.953153707047608,-2.0468462929523907,0.11007008237883574
alexander farnerud,50,5.0,2.962009515828848,-2.0379904841711523,0.059240190316576964
mounir el hamdaoui,39,7.0,4.963414442701168,-2.036585557298832,0.12726703699233766
casadesus,56,9.0,6.964408896404872,-2.035591103595128,0.12436444457865843
walter pandiani,9,3.0,0.9655778421561784,-2.034422157843821,0.10728642690624204
michel,78,7.0,4.9663620168067775,-2.0336379831932176,0.0636713079077792
richmond boakye,51,9.0,6.966446584132064,-2.0335534158679365,0.13659699184572674
martin skrtel,48,13.0,10.968205953864006,-2.03179404613599,0.22850429070550013
xabi prieto,142,21.0,18.984397013339002,-2.015602986661006,0.13369293671365495
